Id,Name,Categories,Species,Lat,Lng,Lat/Lng,Address Override,Street Num,Street,Suburb,State,Postcode,Country,Last Known Status,Tags,Owned By,Contracted To,Map URL,Profile URL
1qho5,18th Avenue Ranch,Farm (dairy),Cows/cattle,36.219669,-119.783386,"36.219669, -119.783386",,17388,18th Avenue,Lemoore,CA,93245,United States,Open,,,,https://www.farmtransparency.org/map?location=1qho5,https://www.farmtransparency.org/facilities/1qho5-18th-avenue-ranch
of0e6,1ST GENERATION FARM,Farm (meat),Chickens,33.278881,-85.341187,"33.278881, -85.341187",,,,Roanoke,AL,36274,United States,Open,,,,https://www.farmtransparency.org/map?location=of0e6,https://www.farmtransparency.org/facilities/of0e6-1st-generation-farm
5pat6,1ST WEST.BANK/ PAM BEAHM FARM,Farm (meat),Pigs,35.055828,-93.944969,"35.055828, -93.944969",,1262,Boersma Loop,Booneville,AR,72927,United States,Open,,,,https://www.farmtransparency.org/map?location=5pat6,https://www.farmtransparency.org/facilities/5pat6-1st-westbank-pam-beahm-farm
0duxb,1Stop Halal,Slaughterhouse,,52.320534,1.142240,"52.320534, 1.142240",,35,Magdalen Street,Eye,England,IP23 7AJ,United Kingdom,Open,"Halal,",,,https://www.farmtransparency.org/map?location=0duxb,https://www.farmtransparency.org/facilities/0duxb-1stop-halal
as0w1,2 C Farms LLC,Farm (meat),Cows/cattle,42.809044,-115.869904,"42.809044, -115.869904",,,Bob Tindall Road,Bruneau,ID,83604,United States,Open,Feedlot,,,https://www.farmtransparency.org/map?location=as0w1,https://www.farmtransparency.org/facilities/as0w1-2-c-farms-llc
ai2kw,2 Cool Farms,Farm (meat),Chickens,38.969273,-75.782768,"38.969273, -75.782768",,26492,Maryland 314,Greensboro,MD,21639,United States,Open,,,,https://www.farmtransparency.org/map?location=ai2kw,https://www.farmtransparency.org/facilities/ai2kw-2-cool-farms
o8hnb,2 Sisters Flixton,Slaughterhouse,,52.422722,1.394518,"52.422722, 1.394518",,,Grange Road,Flixton,England,NR35 1NS,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=o8hnb,https://www.farmtransparency.org/facilities/o8hnb-2-sisters-flixton
m3wj5,2 Sisters Food Group,Slaughterhouse (unconfirmed),,53.586708,-0.133624,"53.586708, -0.133624",,,Pegasus Way,Healing,England,DN37 9TZ,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=m3wj5,https://www.farmtransparency.org/facilities/m3wj5-2-sisters-food-group
1acyc,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.900574,-1.470427,"52.900574, -1.470427",,37,Shaftesbury Street South,Derby,England,DE23 8YH,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=1acyc,https://www.farmtransparency.org/facilities/1acyc-2-sisters-food-group
7c0dd,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.900574,-1.470427,"52.900574, -1.470427",,37,Shaftesbury Street South,Derby,England,DE23 8YH,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=7c0dd,https://www.farmtransparency.org/facilities/7c0dd-2-sisters-food-group
3tp3n,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.532974,-2.019340,"52.532974, -2.019340",,5,Dial Lane,West Bromwich,England,B70 0EE,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=3tp3n,https://www.farmtransparency.org/facilities/3tp3n-2-sisters-food-group
pg589,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.938023,-1.160984,"52.938023, -1.160984",,10,Gateside Road,Nottingham,England,NG2 1LT,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=pg589,https://www.farmtransparency.org/facilities/pg589-2-sisters-food-group
v9lku,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.407509,0.725074,"52.407509, 0.725074",,1,Caxton Way,Thetford,England,IP24 3RY,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=v9lku,https://www.farmtransparency.org/facilities/v9lku-2-sisters-food-group
yrxfh,2 Sisters Food Group,Slaughterhouse,,51.799530,0.650204,"51.799530, 0.650204",,2,Wheaton Road,Witham,England,CM8 3DG,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=yrxfh,https://www.farmtransparency.org/facilities/yrxfh-2-sisters-food-group
7jqom,2 Sisters Food Group,Slaughterhouse,,50.891460,-3.380343,"50.891460, -3.380343",,7,Hide Market Road,Willand,England,EX15 2QE,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=7jqom,https://www.farmtransparency.org/facilities/7jqom-2-sisters-food-group
38y5n,2 Sisters Food Group,Slaughterhouse (unconfirmed),,51.598694,-3.081704,"51.598694, -3.081704",,55,Tanybryn,Rogerstone,Wales,NP10 9SA,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=38y5n,https://www.farmtransparency.org/facilities/38y5n-2-sisters-food-group
6x7ak,2 Sisters Food Group,Slaughterhouse (unconfirmed),,52.237129,5.468618,"52.237129, 5.468618",,26,Galvanistraat,Nijkerk,GE,3861 NJ,Netherlands,Open,,,,https://www.farmtransparency.org/map?location=6x7ak,https://www.farmtransparency.org/facilities/6x7ak-2-sisters-food-group2-sisters-food-group
t1ekc,2 Sisters Food Group,Slaughterhouse,Chickens,53.611908,-0.665469,"53.611908, -0.665469",,3,Ram Boulevard,Scunthorpe,England,DN15 8QW,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=t1ekc,https://www.farmtransparency.org/facilities/t1ekc-2-sisters-food-group
ylpio,2 Sisters Poultry Ltd,Slaughterhouse,Chickens,53.199524,-3.007276,"53.199524, -3.007276",,4,Glendale Avenue,Sandycroft,Wales,CH5 2QP,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=ylpio,https://www.farmtransparency.org/facilities/ylpio-2-sisters-poultry-ltd
dg1gz,2 Sisters Poultry Ltd Processing Division,Slaughterhouse,,53.249645,-4.306775,"53.249645, -4.306775",,,Industrial Estate Road,,Wales,LL77 7UX,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=dg1gz,https://www.farmtransparency.org/facilities/dg1gz-2-sisters-poultry-ltd-processing-division
r6au5,2 Sisters Storteboom,Slaughterhouse,,53.183075,6.248046,"53.183075, 6.248046",,70,Provincialeweg,Kornhorn,GR,9864 PG,Netherlands,Open,,,,https://www.farmtransparency.org/map?location=r6au5,https://www.farmtransparency.org/facilities/r6au5-2-sisters-storteboom
tpdnt,2 Sisters Storteboom,Slaughterhouse,,52.247318,5.607355,"52.247318, 5.607355",,148,Voorthuizerstraat,Putten,GE,3881 SL,Netherlands,Open,,,,https://www.farmtransparency.org/map?location=tpdnt,https://www.farmtransparency.org/facilities/tpdnt-2-sisters-storteboom
1q4sg,2 T'S POULTRY FARMS,Farm (meat),Chickens,34.311867,-85.777252,"34.311867, -85.777252",,1388,County Road 55,Fort Payne,AL,35967,United States,Open,,,,https://www.farmtransparency.org/map?location=1q4sg,https://www.farmtransparency.org/facilities/1q4sg-2-ts-poultry-farms
ywo98,2 W FEEDLOT,Farm (meat),Cows/cattle,33.952991,-102.395782,"33.952991, -102.395782",,1470,County Road 161,Littlefield,TX,79339,United States,Open,,,,https://www.farmtransparency.org/map?location=ywo98,https://www.farmtransparency.org/facilities/ywo98-2-w-feedlot
4a1uu,2-M FARMS,Farm (meat),Pigs,40.040249,-93.012527,"40.040249, -93.012527",,,Unnamed Road,Browning,MO,64630,United States,Open,,,,https://www.farmtransparency.org/map?location=4a1uu,https://www.farmtransparency.org/facilities/4a1uu-2-m-farms
g0cwq,20 Gårdejer Jørgen Overvad Mathieson,Farm (meat),Pigs,56.704483,9.677236,"56.704483, 9.677236",,40,Grynderupvejen,Nørager,North Denmark Region,9610,Denmark,Open,,,,https://www.farmtransparency.org/map?location=g0cwq,https://www.farmtransparency.org/facilities/g0cwq-20-grdejer-jrgen-overvad-mathieson
egju7,2001 Incorporated North & South,Farm (meat),Cows/cattle,40.937454,-85.739021,"40.937454, -85.739021",,7631,North 300 East,Urbana,IN,46990,United States,Open,,,,https://www.farmtransparency.org/map?location=egju7,https://www.farmtransparency.org/facilities/egju7-2001-incorporated-north-south
cln3l,23/8 Feedlot,Farm (meat),Cows/cattle,43.734161,-116.728706,"43.734161, -116.728706",,16821,Purple Sage Road,Caldwell,ID,83607,United States,Open,Feedlot,,,https://www.farmtransparency.org/map?location=cln3l,https://www.farmtransparency.org/facilities/cln3l-23-8-feedlot
9h5be,240th Street Finisher,Farm (meat),Pigs,42.440701,-93.523491,"42.440701, -93.523491",,3292,240th Street,Williams,IA,50271,United States,Open,,,,https://www.farmtransparency.org/map?location=9h5be,https://www.farmtransparency.org/facilities/9h5be-240th-street-finisher
tyawp,273 FARM,Farm (eggs),Chickens,29.233765,-96.001221,"29.233765, -96.001221",,1629,Farm to Market Road 442,Boling-Iago,TX,77420,United States,Open,,,,https://www.farmtransparency.org/map?location=tyawp,https://www.farmtransparency.org/facilities/tyawp-273-farm
tntsg,27th Street Poultry,"Live market, Slaughterhouse",Chickens,39.940041,-75.081108,"39.940041, -75.081108",,576,Marlton Avenue,Camden,NJ,08105,United States,Open,,,,https://www.farmtransparency.org/map?location=tntsg,https://www.farmtransparency.org/facilities/tntsg-27th-street-poultry
odndc,286 Finishers,Farm (meat),Pigs,42.116180,-94.724380,"42.116180, -94.724380",,16458,Timber Avenue,Glidden,IA,51443,United States,Open,,,,https://www.farmtransparency.org/map?location=odndc,https://www.farmtransparency.org/facilities/odndc-286-finishers
wj098,"2AA Farms, LLC",Farm (meat),Pigs,35.318405,-98.008339,"35.318405, -98.008339",,,East 1170 Road,Minco,OK,73059,United States,Open,,,,https://www.farmtransparency.org/map?location=wj098,https://www.farmtransparency.org/facilities/wj098-2aa-farms-llc
e0w4b,2I FEEDERS LLC,Farm (meat),Cows/cattle,38.668221,-96.207619,"38.668221, -96.207619",,884,Road 350,Allen,KS,66833,United States,Open,,,,https://www.farmtransparency.org/map?location=e0w4b,https://www.farmtransparency.org/facilities/e0w4b-2i-feeders-llc
utwic,2S Land & Cattle Ltd,Farm (meat),Cows/cattle,52.340530,-114.410316,"52.340530, -114.410316",,39116,Range Road 35,Eckville,AB,T0M 0X0,Canada,Open,"Cattle,Calves,Feedlot",,,https://www.farmtransparency.org/map?location=utwic,https://www.farmtransparency.org/facilities/utwic-2s-land-cattle-ltd
tspum,2W2M LLC,Farm (meat),Pigs,40.308567,-85.121078,"40.308567, -85.121078",,7506,County Road 190 South,Ridgeville,IN,47380,United States,Open,,,,https://www.farmtransparency.org/map?location=tspum,https://www.farmtransparency.org/facilities/tspum-2w2m-llc
p2nkv,2Y's  Ranch,Farm (dairy),Cows/cattle,36.318264,-119.561897,"36.318264, -119.561897",,10911,6th Avenue,Hanford,CA,93230,United States,Open,,,,https://www.farmtransparency.org/map?location=p2nkv,https://www.farmtransparency.org/facilities/p2nkv-2ys-ranch
51n72,3 Bar Cattle,Farm (meat),Cows/cattle,42.267227,-113.783043,"42.267227, -113.783043",,,South Pole Line Road,Oakley,ID,83346,United States,Open,Feedlot,,,https://www.farmtransparency.org/map?location=51n72,https://www.farmtransparency.org/facilities/51n72-3-bar-cattle
rxz6a,3 Bertes' Pork Llc,Farm (meat),Pigs,42.966511,-94.177353,"42.966511, -94.177353",,1407,140th Avenue,Lu Verne,IA,50560,United States,Open,,,,https://www.farmtransparency.org/map?location=rxz6a,https://www.farmtransparency.org/facilities/rxz6a-3-bertes-pork-llc
mwyu8,3 CHILDRESS FARM,Farm (meat),Chickens,34.400181,-86.146172,"34.400181, -86.146172",,10050,Martling Road,Albertville,AL,35951,United States,Open,,,,https://www.farmtransparency.org/map?location=mwyu8,https://www.farmtransparency.org/facilities/mwyu8-3-childress-farm
hilwj,3 CHILDRESS FARM,Farm (meat),Chickens,34.397739,-86.143929,"34.397739, -86.143929",,302,Martling Road,Albertville,AL,35950,United States,Open,,,,https://www.farmtransparency.org/map?location=hilwj,https://www.farmtransparency.org/facilities/hilwj-3-childress-farm
iqfoj,3 D Dores Dairy,Farm (dairy),Cows/cattle,37.343765,-120.880730,"37.343765, -120.880730",,3895,McCullagh Road,Stevinson,CA,95374,United States,Open,,,,https://www.farmtransparency.org/map?location=iqfoj,https://www.farmtransparency.org/facilities/iqfoj-3-d-dores-dairy
sb2uy,3 D Hog Farm LLC,Farm (meat),Pigs,40.869743,-86.706299,"40.869743, -86.706299",,8533,North 800 East,Monticello,IN,47960,United States,Open,,,,https://www.farmtransparency.org/map?location=sb2uy,https://www.farmtransparency.org/facilities/sb2uy-3-d-hog-farm-llc
a48cd,3 Gen Llc- Clete's,Farm (meat),Pigs,41.661865,-91.669487,"41.661865, -91.669487",,2682,Neuzil Road Southwest,Oxford,IA,52322,United States,Open,,,,https://www.farmtransparency.org/map?location=a48cd,https://www.farmtransparency.org/facilities/a48cd-3-gen-llc-cletes
eu41o,3 HANGIN C DAIRY,Farm (dairy),Cows/cattle,45.744537,-111.254410,"45.744537, -111.254410",,3283,Cameron Bridge Road West,Manhattan,MT,59741,United States,Open,,,,https://www.farmtransparency.org/map?location=eu41o,https://www.farmtransparency.org/facilities/eu41o-3-hangin-c-dairy
yfaan,3 J Boys,Farm (meat),Pigs,42.952099,-95.877861,"42.952099, -95.877861",,4609,480th Street,Granville,IA,51022,United States,Open,,,,https://www.farmtransparency.org/map?location=yfaan,https://www.farmtransparency.org/facilities/yfaan-3-j-boys
6wyl2,3 J'S FARM,,,33.292778,-85.372223,"33.292778, -85.372223",,2667,County Road 620,Roanoke,AL,36274,United States,Open,,,,https://www.farmtransparency.org/map?location=6wyl2,https://www.farmtransparency.org/facilities/6wyl2-3-js-farm
6fmx6,3 K Farms Incorporated,Farm (meat),Pigs,39.845650,-85.727989,"39.845650, -85.727989",,4106,North 400 East,Greenfield,IN,46140,United States,Open,,,,https://www.farmtransparency.org/map?location=6fmx6,https://www.farmtransparency.org/facilities/6fmx6-3-k-farms-incorporated
2bvwf,3 L Farms LLC,Farm (meat),Pigs,36.818504,-101.351730,"36.818504, -101.351730",,,M Road,Hooker,OK,73945,United States,Open,,,,https://www.farmtransparency.org/map?location=2bvwf,https://www.farmtransparency.org/facilities/2bvwf-3-l-farms-llc
4epyc,"3 M & H Land & Cattle, LLC",Farm (meat),Cows/cattle,36.374493,-99.827377,"36.374493, -99.827377",,178587,East County Road 44,Gage,OK,73843,United States,Open,,,,https://www.farmtransparency.org/map?location=4epyc,https://www.farmtransparency.org/facilities/4epyc-3-m-h-land-cattle-llc
zl9yg,"3 M & H Land & Cattle, LLC",Farm (meat),Cows/cattle,36.374493,-99.827377,"36.374493, -99.827377",,178587,East County Road 44,Gage,OK,73843,United States,Open,,,,https://www.farmtransparency.org/map?location=zl9yg,https://www.farmtransparency.org/facilities/zl9yg-3-m-h-land-cattle-llc
r6ajw,3-D Dairy LLC,Farm (dairy),Cows/cattle,43.835426,-88.292892,"43.835426, -88.292892",,N8148,Schaefer Road,Malone,WI,53049,United States,Open,,,,https://www.farmtransparency.org/map?location=r6ajw,https://www.farmtransparency.org/facilities/r6ajw-3-d-dairy-llc
hjc0k,3-D PIG CO,Farm (meat),Pigs,39.490883,-92.960556,"39.490883, -92.960556",,,County Road 225,Keytesville,MO,65261,United States,Open,,,,https://www.farmtransparency.org/map?location=hjc0k,https://www.farmtransparency.org/facilities/hjc0k-3-d-pig-co
4thlh,3-H DAIRY PROGESS SITE,Farm (dairy),Cows/cattle,34.290695,-102.838898,"34.290695, -102.838898",,1160,U.S. 84,Muleshoe,TX,79347,United States,Open,,,,https://www.farmtransparency.org/map?location=4thlh,https://www.farmtransparency.org/facilities/4thlh-3-h-dairy-progess-site
02a2x,3-H DAIRY PROGRESS SITE,Farm (dairy),Cows/cattle,34.291973,-102.839035,"34.291973, -102.839035",,1160,U.S. 84,Muleshoe,TX,79347,United States,Open,,,,https://www.farmtransparency.org/map?location=02a2x,https://www.farmtransparency.org/facilities/02a2x-3-h-dairy-progress-site
b0400,3177 Llc,Farm (meat),Pigs,42.329021,-91.443283,"42.329021, -91.443283",,3177,180th Avenue,Ryan,IA,52330,United States,Open,,,,https://www.farmtransparency.org/map?location=b0400,https://www.farmtransparency.org/facilities/b0400-3177-llc
7w3cw,3280 FARM,Farm (meat),Fish/sealife,28.679132,-96.325905,"28.679132, -96.325905",,,Farm to Market Road 3280,Palacios,TX,77465,United States,Open,,,,https://www.farmtransparency.org/map?location=7w3cw,https://www.farmtransparency.org/facilities/7w3cw-3280-farm
tod01,3282 Beaver Meadow Road LLC,Slaughterhouse,,43.770565,-72.385506,"43.770565, -72.385506",,3282,Beaver Meadow Road,Sharon,VT,05065,United States,Open,,,,https://www.farmtransparency.org/map?location=tod01,https://www.farmtransparency.org/facilities/tod01-3282-beaver-meadow-road-llc
ztiqb,340 Rancher's Co-Op,Slaughterhouse,,44.372196,-65.929039,"44.372196, -65.929039",,154,Langford Road,Weymouth,NS,B0W 3T0,Canada,Open,,,,https://www.farmtransparency.org/map?location=ztiqb,https://www.farmtransparency.org/facilities/ztiqb-340-ranchers-co-op
c11ee,359 Pork,Farm (meat),Pigs,42.433411,-93.386581,"42.433411, -93.386581",,18567,County Road S27,Alden,IA,50006,United States,Open,,,,https://www.farmtransparency.org/map?location=c11ee,https://www.farmtransparency.org/facilities/c11ee-359-pork
vijqr,37 LAND & CATTLE CO INC,Farm (meat),Cows/cattle,40.552391,-99.429451,"40.552391, -99.429451",,11138,740 Road,Holdrege,NE,68949,United States,Open,,,,https://www.farmtransparency.org/map?location=vijqr,https://www.farmtransparency.org/facilities/vijqr-37-land-cattle-co-inc
