Id,Name,Categories,Species,Lat,Lng,Lat/Lng,"Address Override","Street Num",Street,Suburb,State,Postcode,Country,"Last Known Status",Tags,"Owned By","Contracted To","Map URL","Profile URL"
fb9kj,"Chilliwack Cattle Sales",Saleyard,,49.149452,-121.904076,"49.149452, -121.904076",,47749,"Prairie Central Road",Chilliwack,BC,"V2P 6H3",Canada,Open,,,,https://www.farmtransparency.org/map?location=fb9kj,https://www.farmtransparency.org/facilities/fb9kj-chilliwack-cattle-sales
gopvn,Unknown,,,49.016163,-122.239967,"49.016163, -122.239967",,35563,"Vye Road",Abbotsford,BC,"V3G 1Z4",Canada,Open,,,,https://www.farmtransparency.org/map?location=gopvn,https://www.farmtransparency.org/facilities/gopvn-unknown
zmf0p,Unknown,"Farm (meat) (unconfirmed)","Chickens (unconfirmed)",49.012089,-122.251015,"49.012089, -122.251015",,541,"Angus Campbell Road",Abbotsford,BC,"V3G 1S3",Canada,Open,,,,https://www.farmtransparency.org/map?location=zmf0p,https://www.farmtransparency.org/facilities/zmf0p-unknown
vfm6w,Unknown,,,49.008270,-122.251083,"49.008270, -122.251083",,351,"Angus Campbell Road",Abbotsford,BC,"V3G 1S3",Canada,Open,,,,https://www.farmtransparency.org/map?location=vfm6w,https://www.farmtransparency.org/facilities/vfm6w-unknown
frebq,"Calgary Zoo",Zoo,,51.045956,-114.023735,"51.045956, -114.023735",,700,"Memorial Drive",Crossroads,AB,T2E,Canada,Open,,,,https://www.farmtransparency.org/map?location=frebq,https://www.farmtransparency.org/facilities/frebq-calgary-zoo
ajewp,"Greater Vancouver Zoo",Zoo,,49.093994,-122.491661,"49.093994, -122.491661",,5048,"264 Street","Langley Township",BC,"V4W 1J2",Canada,Open,,,,https://www.farmtransparency.org/map?location=ajewp,https://www.farmtransparency.org/facilities/ajewp-greater-vancouver-zoo
w0bc4,"Toronto Zoo",Zoo,,43.817841,-79.185677,"43.817841, -79.185677",,2000,"Meadowvale Road",Scarborough,ON,"M1B 5K7",Canada,Open,,,,https://www.farmtransparency.org/map?location=w0bc4,https://www.farmtransparency.org/facilities/w0bc4-toronto-zoo
lrzxn,"Edmonton Valley Zoo",Zoo,,53.510742,-113.553520,"53.510742, -113.553520",,,"Unnamed Road",Edmonton,AB,T5R,Canada,Open,,,,https://www.farmtransparency.org/map?location=lrzxn,https://www.farmtransparency.org/facilities/lrzxn-edmonton-valley-zoo
621pp,"Assiniboine Park Zoo",Zoo,,49.868359,-97.240952,"49.868359, -97.240952",,2595,"Roblin Boulevard",Winnipeg,MB,"R3P 2N9",Canada,Open,,,,https://www.farmtransparency.org/map?location=621pp,https://www.farmtransparency.org/facilities/621pp-assiniboine-park-zoo
vpjq0,"Zoo de Granby",Zoo,,45.419819,-72.724281,"45.419819, -72.724281",,1050,"Boulevard David-Bouchard Nord",Granby,QC,"J2H 0Y6",Canada,Open,,,,https://www.farmtransparency.org/map?location=vpjq0,https://www.farmtransparency.org/facilities/vpjq0-zoo-de-granby
e5ykw,"Riverview Park & Zoo",Zoo,,44.344395,-78.309441,"44.344395, -78.309441",,1300,"Water Street",Peterborough,ON,"K9H 7G4",Canada,Open,,,,https://www.farmtransparency.org/map?location=e5ykw,https://www.farmtransparency.org/facilities/e5ykw-riverview-park-zoo
w99ca,"Magnetic Hill Zoo",Zoo,,46.138123,-64.885872,"46.138123, -64.885872",,125,"Magic Mountain Road",Moncton,NB,"E1G 4V7",Canada,Open,,,,https://www.farmtransparency.org/map?location=w99ca,https://www.farmtransparency.org/facilities/w99ca-magnetic-hill-zoo
n2w36,"High Park Zoo",Zoo,,43.642929,-79.461861,"43.642929, -79.461861",,29,"Deer Pen Road","Old Toronto",ON,M6R,Canada,Open,,,,https://www.farmtransparency.org/map?location=n2w36,https://www.farmtransparency.org/facilities/n2w36-high-park-zoo
lbg1e,"Bowmanville Zoo",Zoo,,43.913067,-78.667664,"43.913067, -78.667664",,340,"King Street East",Bowmanville,ON,"L1C 3K5",Canada,Open,,,,https://www.farmtransparency.org/map?location=lbg1e,https://www.farmtransparency.org/facilities/lbg1e-bowmanville-zoo
mbjyw,"Zoo Sauvage de Saint-Felicien",Zoo,,48.685410,-72.514641,"48.685410, -72.514641",,2230,"Boulevard du Jardin",Saint-Félicien,QC,"G8K 2P8",Canada,Open,,,,https://www.farmtransparency.org/map?location=mbjyw,https://www.farmtransparency.org/facilities/mbjyw-zoo-sauvage-de-saint-felicien
hfp1t,"Elmvale Jungle Zoo",Zoo,,44.550709,-79.836632,"44.550709, -79.836632",,14191,"Simcoe County Road 27",Phelpston,ON,"L0L 2K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=hfp1t,https://www.farmtransparency.org/facilities/hfp1t-elmvale-jungle-zoo
h2f0q,"Cherry Brook Zoo",Zoo,,45.322041,-66.067390,"45.322041, -66.067390",,901,"Foster Thurston Drive","Saint John",NB,"E2K 5H9",Canada,Open,,,,https://www.farmtransparency.org/map?location=h2f0q,https://www.farmtransparency.org/facilities/h2f0q-cherry-brook-zoo
csiox,"Papanack Park Zoo",Zoo,,45.559566,-75.119766,"45.559566, -75.119766",,150,"County Road 19",Wendover,ON,"K0A 3K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=csiox,https://www.farmtransparency.org/facilities/csiox-papanack-park-zoo
i2jji,"Oaklawn Farm Zoo",Zoo,,45.003819,-64.844048,"45.003819, -64.844048",,1007,"Ward Road",Aylesford,NS,"B0P 1C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=i2jji,https://www.farmtransparency.org/facilities/i2jji-oaklawn-farm-zoo
klefl,"Victoria Bug Zoo",Zoo,,48.423355,-123.366913,"48.423355, -123.366913",,619,"Courtney Street",Victoria,BC,"V8W 1B8",Canada,Open,,,,https://www.farmtransparency.org/map?location=klefl,https://www.farmtransparency.org/facilities/klefl-victoria-bug-zoo
zzr9l,"Greenview Aviaries Park & Zoo",Zoo,,42.398811,-81.833336,"42.398811, -81.833336",,12803,"Talbot Line",Chatham-Kent,ON,N0P,Canada,Open,,,,https://www.farmtransparency.org/map?location=zzr9l,https://www.farmtransparency.org/facilities/zzr9l-greenview-aviaries-park-zoo
c9yij,"BC Wildlife Park",Zoo,,50.654762,-120.079483,"50.654762, -120.079483",,9077,"Dallas Drive",Kamloops,BC,"V2C 6V1",Canada,Open,,,,https://www.farmtransparency.org/map?location=c9yij,https://www.farmtransparency.org/facilities/c9yij-bc-wildlife-park
j07mc,"Saskatoon Forestry Farm Park & Zoo",Zoo,,52.158405,-106.584564,"52.158405, -106.584564",,822,"Laycoe Crescent",Saskatoon,SK,"S7S 1H3",Canada,Open,,,,https://www.farmtransparency.org/map?location=j07mc,https://www.farmtransparency.org/facilities/j07mc-saskatoon-forestry-farm-park-zoo
wrzfi,"Cargill Canada",Slaughterhouse,,43.022022,-81.154121,"43.022022, -81.154121",,10,"Cuddy Boulevard",Dorchester,ON,"N5V 5E3",Canada,Open,,,,https://www.farmtransparency.org/map?location=wrzfi,https://www.farmtransparency.org/facilities/wrzfi-cargill-canada
839nk,"Cargill Meat Solutions",Slaughterhouse,,51.148506,-114.009666,"51.148506, -114.009666",,10,"Freeport Way Northeast",Crossroads,AB,"T3J 4X7",Canada,Open,,,,https://www.farmtransparency.org/map?location=839nk,https://www.farmtransparency.org/facilities/839nk-cargill-meat-solutions
9l0lm,"Cargill Meat Solutions",Slaughterhouse,,43.552708,-80.203232,"43.552708, -80.203232",,165,"Dunlop Drive",Guelph,ON,"N1L 1P4",Canada,Open,,,,https://www.farmtransparency.org/map?location=9l0lm,https://www.farmtransparency.org/facilities/9l0lm-cargill-meat-solutions
umipa,"Prime Meat Ltd",Slaughterhouse,,52.178265,-104.829399,"52.178265, -104.829399",,127,"Railway Avenue","Saint Gregor",SK,"S0K 3X0",Canada,Open,,,,https://www.farmtransparency.org/map?location=umipa,https://www.farmtransparency.org/facilities/umipa-prime-meat-ltd
aqmrp,"Wadena Meat Processors",Slaughterhouse,,51.933064,-103.803223,"51.933064, -103.803223",,,"Saskatchewan 35",Wadena,SK,"S0A 4J0",Canada,Open,,,,https://www.farmtransparency.org/map?location=aqmrp,https://www.farmtransparency.org/facilities/aqmrp-wadena-meat-processors
hj25u,"Modern Meat & Abattoir",Slaughterhouse,,52.198284,-105.122726,"52.198284, -105.122726",,514,"Main Street",Humboldt,SK,"S0K 2A1",Canada,Open,,,,https://www.farmtransparency.org/map?location=hj25u,https://www.farmtransparency.org/facilities/hj25u-modern-meat-abattoir
ocze6,"Larson's Abattoir",Slaughterhouse,,51.286999,-103.863449,"51.286999, -103.863449",,231,"2nd Avenue",Leross,SK,"S0A 2C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=ocze6,https://www.farmtransparency.org/facilities/ocze6-larsons-abattoir
jbuby,"Jarvis Meats Ltd",Slaughterhouse,,50.226120,-98.954391,"50.226120, -98.954391",,77,"Dennis Street",Gladstone,MB,"R0J 0T0",Canada,Open,,,,https://www.farmtransparency.org/map?location=jbuby,https://www.farmtransparency.org/facilities/jbuby-jarvis-meats-ltd
0fa0i,"Birtle Abattoir",Slaughterhouse,,50.420425,-101.040985,"50.420425, -101.040985",,1107,"Hill Street",Birtle,MB,"R0M 0C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=0fa0i,https://www.farmtransparency.org/facilities/0fa0i-birtle-abattoir
wb5pi,"Prairie Abattoir",Slaughterhouse,,49.955791,-98.254868,"49.955791, -98.254868",,235,"Angle Road","Portage la Prairie",MB,"R0H 1N1",Canada,Open,,,,https://www.farmtransparency.org/map?location=wb5pi,https://www.farmtransparency.org/facilities/wb5pi-prairie-abattoir
d1cj4,"Sander's Meat Processing",Slaughterhouse,,50.876686,-107.377808,"50.876686, -107.377808",,518,"First Avenue North",Beechy,SK,"S0L 0C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=d1cj4,https://www.farmtransparency.org/facilities/d1cj4-sanders-meat-processing
opcpi,"St. Claude Abattoir",Slaughterhouse,,49.658554,-98.340797,"49.658554, -98.340797",,120,"1 Street","Saint Claude",MB,"R0G 1Z0",Canada,Open,,,,https://www.farmtransparency.org/map?location=opcpi,https://www.farmtransparency.org/facilities/opcpi-st-claude-abattoir
vxwsl,"Big Bob's Meats Ltd",Slaughterhouse,,50.542110,-104.620415,"50.542110, -104.620415",,,"CanAm Highway",Zehner,SK,"S0G 5K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=vxwsl,https://www.farmtransparency.org/facilities/vxwsl-big-bobs-meats-ltd
om8m9,"Renards Meat Services",Slaughterhouse,,49.872307,-100.963867,"49.872307, -100.963867",,,"Trans-Canada Highway",Virden,MB,"R0M 2C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=om8m9,https://www.farmtransparency.org/facilities/om8m9-renards-meat-services
780qq,"True North Foods",Slaughterhouse,,49.569229,-98.003868,"49.569229, -98.003868",,38079,"Manitoba 13",Carman,MB,"R0G 0J0",Canada,Open,,,,https://www.farmtransparency.org/map?location=780qq,https://www.farmtransparency.org/facilities/780qq-true-north-foods
zd9bi,"All Natural Meats",Slaughterhouse,,49.515079,-98.002029,"49.515079, -98.002029",,184,"Main Street North",Carman,MB,"R0G 0J0",Canada,Open,,,,https://www.farmtransparency.org/map?location=zd9bi,https://www.farmtransparency.org/facilities/zd9bi-all-natural-meats
m48tp,"Prairie Rose Meats Ltd",Slaughterhouse,,49.613144,-100.302681,"49.613144, -100.302681",,,"Unnamed Road",Souris,MB,"R0K 2C0",Canada,Open,,,,https://www.farmtransparency.org/map?location=m48tp,https://www.farmtransparency.org/facilities/m48tp-prairie-rose-meats-ltd
f7r2t,"B & B Solo Store & Abattoir",Slaughterhouse,,49.410576,-98.790207,"49.410576, -98.790207",,22,"Lorne Avenue","Swan Lake",MB,"R0G 2S0",Canada,Open,,,,https://www.farmtransparency.org/map?location=f7r2t,https://www.farmtransparency.org/facilities/f7r2t-b-b-solo-store-abattoir
3psvr,"Banman Meats",Slaughterhouse,,49.133560,-97.945091,"49.133560, -97.945091",,46,"Road 9N",Winkler,MB,"R6W 1M2",Canada,Open,,,,https://www.farmtransparency.org/map?location=3psvr,https://www.farmtransparency.org/facilities/3psvr-banman-meats
xxwev,"Killarney Meats",Slaughterhouse,,49.186722,-99.670570,"49.186722, -99.670570",,604,"South Railway Street West",Killarney,MB,"R0K 1G0",Canada,Open,,,,https://www.farmtransparency.org/map?location=xxwev,https://www.farmtransparency.org/facilities/xxwev-killarney-meats
e0i47,"Killarney Meats",Slaughterhouse,,49.186722,-99.670570,"49.186722, -99.670570",,604,"South Railway Street West",Killarney,MB,"R0K 1G0",Canada,Open,,,,https://www.farmtransparency.org/map?location=e0i47,https://www.farmtransparency.org/facilities/e0i47-killarney-meats
sxqbt,"Souris Valley Processors",Slaughterhouse,,49.268478,-100.985184,"49.268478, -100.985184",,,"Provincial Trunk Highway 83",Melita,MB,"R0M 1L0",Canada,Open,,,,https://www.farmtransparency.org/map?location=sxqbt,https://www.farmtransparency.org/facilities/sxqbt-souris-valley-processors
2hahu,"Western Prime Meat Processors",Slaughterhouse,,49.640419,-103.841141,"49.640419, -103.841141",,3,"22nd Ave. SE",Weyburn,SK,"S4H 3J9",Canada,Open,,,,https://www.farmtransparency.org/map?location=2hahu,https://www.farmtransparency.org/facilities/2hahu-western-prime-meat-processors
dfytg,"Rainy River District Regional Abattoir Inc",Slaughterhouse,,48.636292,-93.837379,"48.636292, -93.837379",,26,"Byng Street",Emo,ON,"P0W 1E0",Canada,Open,,,,https://www.farmtransparency.org/map?location=dfytg,https://www.farmtransparency.org/facilities/dfytg-rainy-river-district-regional-abattoir-inc
xfn9e,"Whiska Creek Abattoir 2008 Ltd",Slaughterhouse,,49.905365,-107.296417,"49.905365, -107.296417",,1512,"Armada Street",Vanguard,SK,"S0N 2V0",Canada,Open,,,,https://www.farmtransparency.org/map?location=xfn9e,https://www.farmtransparency.org/facilities/xfn9e-whiska-creek-abattoir-2008-ltd
ym8m7,"Meat Chop Inc",Slaughterhouse,,52.153549,-114.027138,"52.153549, -114.027138",,,"Range Road 11",Markerville,AB,"T0M 1M0",Canada,Open,,,,https://www.farmtransparency.org/map?location=ym8m7,https://www.farmtransparency.org/facilities/ym8m7-meat-chop-inc
7adbh,"Riverside Packers (1985) Ltd",Slaughterhouse,,51.427082,-112.646408,"51.427082, -112.646408",,3061,"Alberta 10",Rosedale,AB,"T0J 0Y0",Canada,Open,,,,https://www.farmtransparency.org/map?location=7adbh,https://www.farmtransparency.org/facilities/7adbh-riverside-packers-1985-ltd
deyab,"Harmony Beef Company LTD",Slaughterhouse,,51.186390,-113.932243,"51.186390, -113.932243",,260036,"Range Road 291",Balzac,AB,"T4A 0P7",Canada,Open,,,,https://www.farmtransparency.org/map?location=deyab,https://www.farmtransparency.org/facilities/deyab-harmony-beef-company-ltd
ktxs6,"Lethbridge Meats & Seafoods Ltd",Slaughterhouse,,49.708767,-112.787140,"49.708767, -112.787140",,3621,"6 Avenue North",Fairview,AB,"T1H 5C2",Canada,Open,,,,https://www.farmtransparency.org/map?location=ktxs6,https://www.farmtransparency.org/facilities/ktxs6-lethbridge-meats-seafoods-ltd
mcjqu,"Northern Quality Meats Ltd",Slaughterhouse,,46.333179,-83.853790,"46.333179, -83.853790",,297,"Deplonty Road",Desbarats,ON,"P0R 1E0",Canada,Open,,,,https://www.farmtransparency.org/map?location=mcjqu,https://www.farmtransparency.org/facilities/mcjqu-northern-quality-meats-ltd
h1zz0,"Ferme Eloise Truchon & Abattoir",Slaughterhouse,,48.524658,-71.669395,"48.524658, -71.669395",,940,"Route du Lac Ouest",Alma,QC,"G8B 5V2",Canada,Open,,,,https://www.farmtransparency.org/map?location=h1zz0,https://www.farmtransparency.org/facilities/h1zz0-ferme-eloise-truchon-abattoir
3l3hd,"Abattoir St Ambroise (2003)",Slaughterhouse,,48.571175,-71.360405,"48.571175, -71.360405",,548,"5e Rang",Saint-Ambroise,QC,"G7P 2E2",Canada,Open,,,,https://www.farmtransparency.org/map?location=3l3hd,https://www.farmtransparency.org/facilities/3l3hd-abattoir-st-ambroise-2003
qr9sv,"Johnston Packers Ltd",Slaughterhouse,Pigs,49.108288,-121.933426,"49.108288, -121.933426",,5828,"Promontory Road",Chilliwack,BC,"V2R 4M4",Canada,Open,,,,https://www.farmtransparency.org/map?location=qr9sv,https://www.farmtransparency.org/facilities/qr9sv-johnston-packers-ltd
8cmw4,"Sprucedale Quality Meats",Slaughterhouse,,45.437534,-79.438492,"45.437534, -79.438492",,438,"Fourth Avenue",Sprucedale,ON,"P0A 1Y0",Canada,Open,,,,https://www.farmtransparency.org/map?location=8cmw4,https://www.farmtransparency.org/facilities/8cmw4-sprucedale-quality-meats
zq6ck,"Sprucedale Quality Meats",Slaughterhouse,,45.437534,-79.438492,"45.437534, -79.438492",,438,"Fourth Avenue",Sprucedale,ON,"P0A 1Y0",Canada,Open,,,,https://www.farmtransparency.org/map?location=zq6ck,https://www.farmtransparency.org/facilities/zq6ck-sprucedale-quality-meats
1u4xg,"Meadow Valley Meats Ltd",Slaughterhouse,,49.223083,-122.714157,"49.223083, -122.714157",,18315,"Ford Road","Pitt Meadows",BC,"V3Y 0A5",Canada,Open,,,,https://www.farmtransparency.org/map?location=1u4xg,https://www.farmtransparency.org/facilities/1u4xg-meadow-valley-meats-ltd
gtdiv,"Reiche Meat Products Ltd",Slaughterhouse,,45.651787,-77.120079,"45.651787, -77.120079",,555,"Reiche Road",Pembroke,ON,"K8A 6W4",Canada,Open,,,,https://www.farmtransparency.org/map?location=gtdiv,https://www.farmtransparency.org/facilities/gtdiv-reiche-meat-products-ltd
wsqwn,"Country Meadow Meats",Slaughterhouse,,44.532398,-80.988892,"44.532398, -80.988892",,122269,"Side Road 12","Owen Sound",ON,"N4K 5N5",Canada,Open,,,,https://www.farmtransparency.org/map?location=wsqwn,https://www.farmtransparency.org/facilities/wsqwn-country-meadow-meats
57olu,"Country Meadow Meats",Slaughterhouse,,49.219193,-122.723625,"49.219193, -122.723625",,17935,"Ford Detour Road","Pitt Meadows",BC,"V3Y 0A7",Canada,Open,,,,https://www.farmtransparency.org/map?location=57olu,https://www.farmtransparency.org/facilities/57olu-country-meadow-meats
k00n1,"Country Meadow Meats",Slaughterhouse,,49.219193,-122.723625,"49.219193, -122.723625",,17935,"Ford Detour Road","Pitt Meadows",BC,"V3Y 0A7",Canada,Open,,,,https://www.farmtransparency.org/map?location=k00n1,https://www.farmtransparency.org/facilities/k00n1-country-meadow-meats
cwc42,"North East Meat Packers Ltd",Slaughterhouse,,44.622044,-79.552971,"44.622044, -79.552971",,3770,"12 Line North",Coldwater,ON,"L0K 1E0",Canada,Open,,,,https://www.farmtransparency.org/map?location=cwc42,https://www.farmtransparency.org/facilities/cwc42-north-east-meat-packers-ltd
isn16,"Georgian Bay Meat Packers Inc.",Slaughterhouse,,44.620441,-79.551613,"44.620441, -79.551613",,3765,"12 Line North",Coldwater,ON,"L0K 1E0",Canada,Open,,,,https://www.farmtransparency.org/map?location=isn16,https://www.farmtransparency.org/facilities/isn16-georgian-bay-meat-packers-inc
147sf,"Bentinck Packers Custom Killing",Slaughterhouse,,44.196438,-80.982437,"44.196438, -80.982437",,381490,"Concession Road 4",Elmwood,ON,"N0G 1S0",Canada,Open,,,,https://www.farmtransparency.org/map?location=147sf,https://www.farmtransparency.org/facilities/147sf-bentinck-packers-custom-killing
hvjip,"Elora Road Meats",Slaughterhouse,,44.076035,-81.182587,"44.076035, -81.182587",,598,"Bruce County Road 3",Mildmay,ON,"N0G 2J0",Canada,Open,,,,https://www.farmtransparency.org/map?location=hvjip,https://www.farmtransparency.org/facilities/hvjip-elora-road-meats
1zjca,"West Grey Premium Beef",Slaughterhouse,,44.112637,-80.803848,"44.112637, -80.803848",,312706,"Ontario 6",,ON,N0G,Canada,Open,,,,https://www.farmtransparency.org/map?location=1zjca,https://www.farmtransparency.org/facilities/1zjca-west-grey-premium-beef
l6eou,"Abattoir Bouwman Inc",Slaughterhouse,,45.571266,-75.307060,"45.571266, -75.307060",,910,"Québec 148",Gatineau,QC,J8M,Canada,Open,,,,https://www.farmtransparency.org/map?location=l6eou,https://www.farmtransparency.org/facilities/l6eou-abattoir-bouwman-inc
ickvj,"Boucherie Charcuterie Artisanal Lyn Tremblay",Slaughterhouse,,47.538391,-70.519547,"47.538391, -70.519547",,131,"Québec 381",Baie-Saint-Paul,QC,"G3Z 2X9",Canada,Open,,,,https://www.farmtransparency.org/map?location=ickvj,https://www.farmtransparency.org/facilities/ickvj-boucherie-charcuterie-artisanal-lyn-tremblay
8iva2,"Abattoir de Luceville Inc",Slaughterhouse,,48.531395,-68.338493,"48.531395, -68.338493",,98,"Rue Saint Pierre",Sainte-Luce,QC,"G0K 1P0",Canada,Open,,,,https://www.farmtransparency.org/map?location=8iva2,https://www.farmtransparency.org/facilities/8iva2-abattoir-de-luceville-inc
jhoa5,"ABATTOIR CHARRON INC.",Slaughterhouse,,45.727268,-75.048630,"45.727268, -75.048630",,17,"Rue Sainte Julie Est",Saint-André-Avellin,QC,"J0V 1W0",Canada,Open,,,,https://www.farmtransparency.org/map?location=jhoa5,https://www.farmtransparency.org/facilities/jhoa5-abattoir-charron-inc
0j9zp,"Beeton Meats",Slaughterhouse,,44.088257,-79.781097,"44.088257, -79.781097",,233,"Patterson Street North",Beeton,ON,"L0G 1A0",Canada,Open,,,,https://www.farmtransparency.org/map?location=0j9zp,https://www.farmtransparency.org/facilities/0j9zp-beeton-meats
od5pp,"Les Viandes du Breton inc.",Slaughterhouse,,47.839149,-69.500160,"47.839149, -69.500160",,150,"Chemin des Raymond",Rivière-du-Loup,QC,"G5R 5X8",Canada,Open,,,,https://www.farmtransparency.org/map?location=od5pp,https://www.farmtransparency.org/facilities/od5pp-les-viandes-du-breton-inc
1takl,"Domingos Meat Packers",Slaughterhouse,,43.831177,-80.472458,"43.831177, -80.472458",,7571,"3 Line",Arthur,ON,"N0G 1A0",Canada,Open,,,,https://www.farmtransparency.org/map?location=1takl,https://www.farmtransparency.org/facilities/1takl-domingos-meat-packers
4ix3w,"Atrahan Transformation Inc",Slaughterhouse,,46.321918,-72.859764,"46.321918, -72.859764",,871,"Chemin des Acadiens",Yamachiche,QC,"G0X 3L0",Canada,Open,,,,https://www.farmtransparency.org/map?location=4ix3w,https://www.farmtransparency.org/facilities/4ix3w-atrahan-transformation-inc
f6as9,"Coopérative de solidarité Abattoir Massicotte",Slaughterhouse,,46.488270,-72.429359,"46.488270, -72.429359",,3720,"Rang Saint Alexis",Saint-Luc-de-Vincennes,QC,"G0X 3K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=f6as9,https://www.farmtransparency.org/facilities/f6as9-cooprative-de-solidarit-abattoir-massicotte
2ywu4,"Aliments Asta Inc",Slaughterhouse,,47.683788,-69.625893,"47.683788, -69.625893",,765,"Québec 289",Saint-Alexandre-de-Kamouraska,QC,"G0L 2G0",Canada,Open,,,,https://www.farmtransparency.org/map?location=2ywu4,https://www.farmtransparency.org/facilities/2ywu4-aliments-asta-inc
7ujcs,"Abattoir Saint-Germain",Slaughterhouse,,45.844929,-72.561142,"45.844929, -72.561142",,195,"Rue Messier",Saint-Germain-de-Grantham,QC,"J0C 1K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=7ujcs,https://www.farmtransparency.org/facilities/7ujcs-abattoir-saint-germain
875d9,"Abattoir Centre du Québec",Slaughterhouse,,45.804783,-72.586891,"45.804783, -72.586891",,243,"10 Rang",Saint-Edmond-de-Grantham,QC,"J0C 1K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=875d9,https://www.farmtransparency.org/facilities/875d9-abattoir-centre-du-qubec
hsp5p,"Abattoir Centre du Québec",Slaughterhouse,,45.804783,-72.586891,"45.804783, -72.586891",,243,"10 Rang",Saint-Edmond-de-Grantham,QC,"J0C 1K0",Canada,Open,,,,https://www.farmtransparency.org/map?location=hsp5p,https://www.farmtransparency.org/facilities/hsp5p-abattoir-centre-du-qubec
rz73p,"Smokey Joe's",Slaughterhouse,,44.311077,-78.434425,"44.311077, -78.434425",,7949,"Ontario 7",Omemee,ON,"K9J 0C5",Canada,Open,,,,https://www.farmtransparency.org/map?location=rz73p,https://www.farmtransparency.org/facilities/rz73p-smokey-joes
