approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
A291,AFI AYFANTIS AVEE,NEAPOLI AITOLOAKARNANIA,Agrinio,30021,"Aetolia-Acarnania Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A274,AFI FAKOU A.E,THIVA VIOTIA,Thiva,32200,"Regional Unit of Boeotia,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A136,AFI GAZI A.E.,NIDRI LEFKADA,Nydri,48100,"Lefkada Regional Unit,Ionian Islands Region,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A343,AFI SAPOUNTZI O.E.,MAYROCHORI KASTORIA,Mavrochori,52056,"Kastoria Regional Unit,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A740,AFOI ASTERIOU FP ( KREATA MAKEDONIAS),KALOCHORI-DIMOS DELTA,Kalochori Kalochori,57009,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A386,AFOI BAMPOURI O.E,IRAKLEIA SERRES,Iraklia,62100,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A289,AFOI CHASIKOU AEVE,ATSIPOPOULO RETHYMNO,Atsipopoulo,,"Rethymno Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A 880,AFOI D. MICHALOPOULOI IKE,MESSINI,Messini,24200,"Messenia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A422,AFOI DIMITRIOU A.E.,"8 DIMARCHOU CHR BEKA, 15344 Spata",Spata,15344,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
A521,AFOI GIANNETA EPE,THIRAS 182 - KORYDALLOS,33 Piraeus,185,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A518,AFOI KOUNINIOTI O.E,AVYTHOS AIGIO ACHAIA,Aigio,25100,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A409,AFOI MARKOU O.E,TRIKALA,Trikala,42100,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A392,AFOI MICHAIL TSAGKARI O.E,KALYMNOS DODEKANISA,Kalymnos,85200,"Περιφερειακή Ενότητα Καλύμνου,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
S89,AFOI NIKOLOPOULOI FARM S.A.,"AGIOS IOANNIS, AMALIADA",Amaliada,27100,"Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A799,AFOI PAPAGEORGOULI O.E,GIANNOULI,Giannouli,41500,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A397,AFOI RERRE O.E,MELIGALAS MESSINIA,Meligalas,24100,"Messenia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A819,AFOI TRIDIMA O.E,ANDROS,Andros,84500,"Περιφερειακή Ενότητα Άνδρου,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A 899,AFOI ZIAKA E.E.,LAMIA,Lamia,35100,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A414,AFTHENTIKON TRIKALON O.E.,FILYRA TRIKALA,Filyra,42032,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A519,AGGELIDAKI EFTHALIA,L. EIRINIS 69 - TAVROS,Municipal Unit of Tavros,17778,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 940,AGKOP KEMPAP I.K.E.,ZEFYRI,Zefyri,13451,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 727,AGRAFA PAROCHI IPIRESEION & EKMETALEFSI ESTIATORION E.E,ATHINA,Athina,10176,"Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A311,AGROKTIMA KARANIKA E.P.E,ALEXANDRIA IMATHIAS,Alexandreia,59300,"Imathia Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
S188,AGROKTINOTROFIKI BIOLOGICAL & EMPORIKI SINGLE MEMBER PRIVATE COMPANY,GASTOUNI,Gastouni,27300,"Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
A 486,AGROKTINOTROFIKI VIOLOGIKI & EMPORIKI MONOPROSOPI I.K.E. -VIOLOGIKI MONOPROSOPI I.K.E.,"A. PAPANDREOU 3 PARALIA PATRON, ACHAIA",Patras,26332,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A876,AGROPA A.E,RODOTOPI,Rodotopi,45500,"Ioannina Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A803,ALEXANDROS & IOANNIS TIAKAS & SIA O.E,SOUFLI,Soufli,68200,"Evros Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A342,ALEXANDROS SKORDILIS,FEAKON KERKYRA,Templonion Kerkyra,49100,"Corfu Regional Unit,Ionian Islands Region,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A520,ALEXIOU P. - POLYMEROPOULOU TH. FP,"5on km TRIKALON-KALAMPAKAS ,TRIKALA",Trikala,42100,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A578,ALFA MEAT E.E.,GRYPARI 28-34 - KALLITHEA,Kallithea,17673,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A707,ALFA-VITA VASILOPOULOS S.A.,VI.P.E. - IRAKLEIOU,Heraklion,71410,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A144,ALFA-VITA VASILOPOULOS S.A.,AG. I. RENTIS ATIKIS,Municipal Unit of Nikaia,18450,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A553,ALFA-VITA VASILOPOULOS S.A.,N. EFKARPIA,Efkarpia,56436,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A585,ALFA-VITA VASILOPOULOS S.A.,7on km E.O.SERRON-THESSALONIKIS,Serres,62100,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 487,ALIAGAS DIMITRIOS & SIA E.E.,"IOANNINON & RODOU KALAMPAKA ,TRIKALA",Kalambaka,42200,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A820,ALL ABOUT MEAT IKE,MYKONOS,Mykonos,84600,"Περιφερειακή Ενότητα Μυκόνου,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A777,ALLANTIKA DIANIK A.E,NEO FALIRO,Palaio Faliro,17564,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A601,ALLANTIKA IOANNINON VLACHOS O.E,IOANNINA,Ioannina Ioannina,45332,"Ioannina Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A369,ALLANTOPOIIA DYTIKIS MAKEDONIAS -N. TH. SKOUTELAS & SIA OE,KAISAREIA KOZANI,Kesaria,50010,"Regional Unit of Kozani,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A591,ALLANTOPOIIA RODOPIS IKE,KOMOTINI,Komotini,69100,"Rodopi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A275,ALPHA PREMIUM FOODS IKE,FIKI TRIKALA,Fiki,42100,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A42,AMALTHEIA S.A.,ASSIROS THESSALONIKIS,Assiros,57200,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A792,ANAGNOSTOU IOULIA,LAMIA,Lamia,35014,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A768,ANASTASIOS DIMITROPOULOS & SIA OE,SPARTI,Sparta,23100,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
S75,ANASTASIOS KARANASTASIS & SIA A.E.,KALITHEA ELASSONA THESI GYFTOS,Kallithea Elassona,40200,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A794,ANDREAS CHAR. PANITSAS & SIA OE,PERISTERA,Παλαιά Περιστέρα,25200,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A37,ANDREAS I. PETIKAS AEVE,Thermi Thessalonikis,Thermi,57001,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 929,ANDREAS TROMPETAS,MEGARA,Megara,19100,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A337,ANDROMIDAS DIMITRIOS & SIA O.E,MONEMVASIA LAKONIA,Palea Monemvasia,,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A302,ANEDIK KRITIKOS A.E,AIGINA,Aigina,18010,"Regional Unit of Islands,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A110,ANGHELAKIS KONSTANTINOS FP,KARTEROS IRAKLEIO,Nea Alikarnassos Irakleio Kr.,71500,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A779,ANOUSOS NIKOLAOS,SPARTI,Sparta,23100,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A760,ANTONAKI DANAI,MESOCHORI,Mesochori,,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A206,ANTONARAS X. GEORGIOS,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 867,ANTONIOS MARINOU & SIA EE,AG. ATHANASIOS CHALKIDONA,Γέφυρα,57011,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A263,APKOT AEBE,CHALKIDA EVIA,Chalkida,34100,"Regional Unit of Euboea,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A717,APLADAS A.E.V.E.,VI.PE. IRAKLEIOU,Heraklion,71410,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A 821,APOSTOLAKIS MEATS MONOPROSOPI I.K.E.,VONITSA,Vonitsa,48100,"Aetolia-Acarnania Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A388,APOSTOLOS DELITZIS A.E,DIDIMOTICHO EVROS,Didymoticho,68300,"Evros Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
Α298,ARGIRAKIS IKE,FARSALA LARISAS,Farsala,40300,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A118,ARGYROPOULOS BROS O.E.,TZIVA TEGEAS ARKADIA,Tzivas,22100,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A182,ARKAS LTD,4on km PALAIAS ODOU TRIPOLIS-KALAMATAS,Tripoli Tripoli,22100,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
Α 901,ARMONIA LAB AND BURGERS E.E.,THESSALONIKI,28 Thessaloniki,546,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A284,ARVANITIS A.E,LIMNOS,Myrina,,"Regional Unit of Lemnos,North Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A377,ARVANITIS PANAGIOTIS,SPERCHIADA FTHIOTIDA,Sperchiada,35100,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
S113,ARVANITIS S.A.,LIVADOCHORI LIMNOU,Livadochorion Myrina,81400,"Regional Unit of Lemnos,North Aegean Region",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A453,ASONITIS P. & SONS S.A.,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A808,ASPIK-KOURALIDI O.E,STAYROCHORI,Stavrochori,61100,"Kilkis Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A746,ASPRAKIS- KOLEGIANNIS A.V.E.E.,7o km RODOU - LINDOU - RODOS,Rodos,85100,"Rhodes Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A208,ASTERIOY BROS F.P.,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
S96,ATH. FASOULAS - DIM. NTOUFAS & CO,"RIZOPOULOU 28, LARISA",Petroto Neochori Trikalon,42300,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A 446,ATHANASIOS KORDALIS - CHALIKIA & SIA O.E.,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A109,"ATHANASOPOULOS ST. & CHR. O.E ""O STATHIS""",POTAMIA ARKADIA,Φαλαισία,22021,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A 902,ATLAMAZOGLOU VASILIKI,NEA VARVALI KAVALA,Nea Karvali,64006,"Kavala Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A606,AV. VASILIPOULOS,VOLOS,Volos,38221,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A 949,AVGOUSTI VASILIKI TOU FRIXOU/ OIKOGENEIA KOKOGIA,AGRIA VOLOU,Agria,37300,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A862,B. SELMAN EPE,OROPOS,Oropos,19015,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A595,BABANASIOS ATHANASIOS IMPORT-TRADING COMPANY FRESH & FROZEN FOODS,"K3-08B (N.36) & K3-07B (N.37) ATHENS C. MARKET, AG. I. RENTIS GREECE",Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A861,BACHTSEVANIDIS IOANNIS,MESOCHORI,Mesochori,69100,"Rodopi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A296,BAKRATSAS AP. & SIA IKE,KARDITSA,Karditsa Karditsa,43100,"Karditsa Regional Unit,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A379,BALAMOTI ELEYTHERIA,LARISA,Larissa,42222,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A774,BALASKAS YSS A.E.,GLYFADA,Glyfada,16673,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A710,BAMPANASIOS ATHANASIOS MONOPROSOPI IKE,C. M. ATHINON S.A. - AG.I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A456,BAMPANASIOU BROS FP,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A587,BANTAK S.A.,AVDIRA,Avdira,67100,"Xanthi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 192,BARMPOUTAS THEODOROS,VOLOS MAGNISIA,Volos,38445,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A403,BAZAAR S.A.,VI.PE.TH. O.T. 14 THESSALONIKI,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 504,BELLE MEAT MONOPROSOPI E.P.E.,ORTANSIAS 25 ACHARNES ATTIKI,Acharnes,13677,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A328,BELLIS AVEE,FLORINA,Florina,53100,"Florina Regional Unit,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A363,BERSIANIS,VRYSIA LARISA,Vrysia,40300,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A251,BEST MEAT,PEIRAIAS ATTIKIS,35 Piraeus,185,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A726,BIKAS S.A. ( M. TRADE SOLUTION S.A.),"1on km ODOU VEROIAS-AMMOU ,VEROIA",Veria,59131,"Imathia Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A400,BILLI THEMELINA & CO F.P.,ZAFEIRI RODOS DODEKANISA,Rodos,85100,"Rhodes Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A547,BIMPASI ANASTASIA I.K.E,ANATOLI,Ioannina,45221,"Ioannina Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A 910,BITOPOULOS CHOIROTROFIKI A.E.,KATERINI,Katerini Katerini,60100,"Pieria Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A255,BLACK PIG OF OLYMPOUS M.I.K.E,EXOCHI PIERIA,Exochi,60100,"Pieria Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 348,BOGIATZIS THOMAS,PTOLEMAIDA,Ptolemaida,50200,"Regional Unit of Kozani,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A471,BOUCHLARIOTIS S.A.,AG. ANARGYROI LARISA,Agii Anargyri,41500,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
ΡΕ 619,BOUMPAS G. & F. & SIA E.P.E.,MELISIA,Μαρούσι,15127,"Regional Unit North Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 894,BOUMPAS G. & F. & SIA EPE,MELISSIA,Μαρούσι,15127,"Regional Unit North Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A210,BOURAS I.K.E,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A543,BOZIONELOS S.A.,PYRGOU 27 - MOSCHATO,Municipal Unit of Moschato,18345,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A818,BROTHERS MEAT O.E,AG.I.RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A451,CARNOVO MONOPROSOPI I.K.E.,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 944,CARNOVO MONOPROSOPI I.K.E.,ACHARNES,Acharnes,13671,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A132,CH. MICHAS AEVE,ALIARTOS VOIOTIA,Aliartos,32001,"Regional Unit of Boeotia,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A74,CH. ZOTOU BROS F.P.,GRAIKOCHORIO THESPROTIA,Grekochori,46100,"Thesprotia Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A567,CHALKIADAKIS S.A.,1on km E.O. GAZIOU-KROUSONA,Krousonas,,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A787,CHAMAKOS IOANNIS & SIA Ε.E.,PYRGOS,Πύργος,27131,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A765,CHANTZIS KONSTANTINOS,MAGOULA -SPARTIS,Sparta,23100,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A137,CHASAPI CHOIRINA IKE,NEA AMISSOS XANTHI,Nea Amisos,67200,"Xanthi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A332,CHATZIDAKIS GEORGIOS & SIA,KASTELLI IRAKLEIO,Kastelli,,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A128,CHATZIEFRAIMIDIS AP. MON.A.V.E.E.,A' VI.PE.VOLOS MAGNISIA,Volos,38221,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A131,CHATZIGAVRIILIDIS THEMISTOKLIS BIKRE SA,Amisiana - Kavalas,Amisiana,64100,"Kavala Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A850,CHATZIKONSTANTINOU FOTEINI & SIA E.E.,IRAKLEIO,Heraklion,71410,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A884,CHIOS FARM A.E.,CHIOS,Chios,82132,"Chios Prefecture,North Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A315,CHIROTROFIKI - AFI BISIRITSA A.E,SERVIA KOZANIS,Servia,50500,"Regional Unit of Kozani,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A76,CHITAS AVEE,GEFIRA KALOGIROU PREVEZA,Filippiada,48200,"Preveza Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
S24,CHOIRINA EPIDAVROU O.E.,ARCHAIA EPIDAVROS,Palaia Epidavros,21059,"Argolis Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A826,CHOIROFARM E.P.E,TRIKALA,Trikala,42130,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
S84,CHOIROFARM MONOPROSOPI LTD,PYLI TRIKALON,Pyli,42032,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S117,CHOIROTROFIKI ILIAS - SFAGEIA I. PAPAKONSTANTINOU S.A.,ASPRA SPITIA ARCHAIAS OLYMPIAS,Aspra Spitia Archaia Olympia,27065,"Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
